标号,发行人,X1,X2,X3,X4,X5,X6,X7,,,,,,
0,成都金融控股集团有限公司,9,7,3,3,9,6,7,,,,,,
0,苏州市农业发展集团有限公司,8,8,3,3,3,7,7,,,,,,
0,山西晋城无烟煤矿业集团有限责任公司,7,10,3,3,3,2,9,,,,,,
0,山西兰花煤炭实业集团有限公司,4,5,6,6,7,7,10,,,,,,
0,成都地铁有限责任公司,9,7,7,3,3,10,6,,,,,,
0,浙江远洲控股有限公司,10,7,3,3,3,2,5,,,,,,
0,中国黄金集团公司,5,4,6,6,6,6,9,,,,,,
0,天津海泰控股集团有限公司,3,9,6,6,6,8,9,,,,,,
0,万向三农集团有限公司,6,6,6,6,6,6,7,,,,,,
0,浙江省国际贸易集团有限公司,4,4,4,4,5,3,7,,,,,,
0,山东重工集团有限公司,6,5,3,3,3,1,9,,,,,,
0,唐山市通顺交通投资开发有限责任公司,6,6,6,6,6,6,6,,,,,,
0,广西万通房地产有限公司,10,5,6,6,6,6,9,,,,,,
0,祥源控股集团有限责任公司,10,4,6,6,6,6,4,,,,,,
0,宝钛集团有限公司,6,4,8,7,6,4,9,,,,,,
0,浙江永利实业集团有限公司,7,9,6,6,6,6,7,,,,,,
0,中卫市建设投资有限责任公司,6,7,6,6,6,6,7,,,,,,
0,南京紫金投资集团有限责任公司,6,7,10,5,10,6,7,,,,,,
0,广州番禺雅居乐房地产开发有限公司,7,10,3,9,6,6,1,,,,,,
0,山东泰阳实业有限公司,5,8,6,6,6,5,5,,,,,,
0,西安高科(集团)公司,9,5,6,6,6,6,9,,,,,,
0,青岛海西建设投资集团有限公司,8,9,6,6,6,6,5,,,,,,
0,珠海华发综合发展有限公司,10,9,7,9,4,9,8,,,,,,
0,常州市城市建设(集团)有限公司,5,10,3,3,3,7,6,,,,,,
0,江苏沙钢集团有限公司,4,8,10,10,6,6,8,,,,,,
0,首钢总公司,4,5,8,9,9,6,10,,,,,,
0,福建三安集团有限公司,4,8,7,9,6,4,1,,,,,,
0,广东省广晟资产经营有限公司,7,8,5,5,6,2,8,,,,,,
0,河南投资集团有限公司,4,6,6,6,6,1,4,,,,,,
0,厦门象屿集团有限公司,2,4,3,4,4,5,4,,,,,,
0,广西铁路投资集团有限公司,5,8,3,4,3,6,9,,,,,,
0,北京供销社投资管理中心,1,4,7,5,3,5,8,,,,,,
0,苏州历史文化名城保护集团有限公司,6,10,3,3,3,9,7,,,,,,
0,广西交通投资集团有限公司,2,7,3,3,3,4,8,,,,,,
0,重庆市能源投资集团有限公司,10,7,8,4,6,4,9,,,,,,
0,唐山曹妃甸实业港务有限公司,1,4,10,8,10,9,4,,,,,,
0,上海纺织(集团)有限公司,5,8,5,4,8,2,5,,,,,,
0,江苏省国信资产管理集团有限公司,5,8,6,6,6,6,5,,,,,,
0,太原钢铁(集团)有限公司,3,7,7,5,5,5,10,,,,,,
0,广东省丝绸纺织集团有限公司,2,6,6,6,3,6,8,,,,,,
0,中国联合水泥集团有限公司,6,6,6,6,5,6,10,,,,,,
0,杭州汽轮动力集团有限公司,7,6,4,4,4,5,9,,,,,,
0,山东魏桥铝电有限公司,2,6,8,10,6,9,7,,,,,,
0,浙江恒逸集团有限公司,9,10,7,9,3,7,8,,,,,,
0,湖北省交通投资集团有限公司,2,4,3,3,3,5,5,,,,,,
0,巨化集团公司,5,6,7,7,6,3,6,,,,,,
0,江苏凤凰出版传媒集团有限公司,5,6,5,4,3,5,4,,,,,,
0,漳州市交通发展集团有限公司,4,4,6,6,6,9,7,,,,,,
0,清华控股有限公司,4,4,5,5,5,2,4,,,,,,
0,景德镇市国资运营投资控股集团有限责任公司,9,5,6,6,6,3,8,,,,,,
0,福建省投资开发集团有限责任公司,3,7,6,6,7,7,5,,,,,,
0,北大方正集团有限公司,6,9,6,6,6,2,5,,,,,,
0,申能(集团)有限公司,2,6,10,6,7,7,3,,,,,,
0,华晨汽车集团控股有限公司,6,6,4,3,4,6,7,,,,,,
0,河北省国有资产控股运营有限公司,6,6,6,6,6,5,8,,,,,,
0,成都文化旅游发展集团有限责任公司,6,6,6,6,6,9,6,,,,,,
0,江苏大丰海港控股集团有限公司,6,8,6,6,7,9,8,,,,,,
0,成都交通投资集团有限公司,6,7,6,6,6,6,4,,,,,,
0,海宁市资产经营公司,6,10,4,7,3,5,8,,,,,,
0,愉悦家纺有限公司,9,9,6,6,6,8,2,,,,,,
0,河南众品食业股份有限公司,8,8,8,7,8,1,5,,,,,,
0,湛江市交通投资集团有限公司,10,8,10,6,6,9,10,,,,,,
0,昆明产业开发投资有限责任公司,5,9,7,9,9,8,6,,,,,,
0,靖江港口集团有限公司,8,9,3,3,3,7,7,,,,,,
0,西子电梯集团有限公司,2,4,9,8,8,6,9,,,,,,
0,重庆康达环保产业(集团)有限公司,2,6,6,6,6,8,5,,,,,,
0,广州医药有限公司,6,6,6,7,4,6,8,,,,,,
0,大连远东企业集团有限公司,9,4,3,5,3,6,9,,,,,,
0,中国环球租赁有限公司,10,6,4,4,9,6,3,,,,,,
0,保利久联控股集团有限责任公司,3,6,5,6,4,5,9,,,,,,
0,中国核工业建设股份有限公司,3,8,8,4,8,1,6,,,,,,
0,天津市医药集团有限公司,4,6,6,6,6,2,7,,,,,,
0,湖州市交通投资集团有限公司,10,9,6,6,6,9,7,,,,,,
0,南京公用控股(集团)有限公司,6,10,5,5,5,2,9,,,,,,
0,浙江省兴合集团有限责任公司,6,6,4,4,6,6,6,,,,,,
0,中天建设集团有限公司,2,7,6,6,5,1,6,,,,,,
0,三胞集团有限公司,8,8,6,6,6,3,6,,,,,,
0,张家界市经济发展投资集团有限公司,6,6,6,6,6,10,8,,,,,,
0,上海久事(集团)有限公司,3,6,7,7,9,4,7,,,,,,
0,杭州宋城集团控股有限公司,7,6,5,5,8,5,2,,,,,,
0,重庆旅游投资集团有限公司,8,6,3,3,3,6,10,,,,,,
0,安徽省盐业总公司,6,4,6,7,3,1,8,,,,,,
0,上海陆家嘴(集团)有限公司,5,4,7,3,8,6,7,,,,,,
0,华仪集团有限公司,6,7,9,3,7,4,4,,,,,,
0,江苏华西集团有限公司,6,9,6,6,8,6,7,,,,,,
0,嘉兴市实业资产投资集团有限公司,6,9,6,8,3,7,10,,,,,,
0,北京有色金属研究总院,3,6,4,8,6,3,6,,,,,,
0,濮阳濮耐高温材料(集团)股份有限公司,3,4,6,3,6,4,7,,,,,,
0,深圳翰宇药业股份有限公司,1,4,3,4,3,6,3,,,,,,
0,广东省粤科金融集团有限公司,6,5,3,3,5,7,7,,,,,,
0,深圳市宝德投资控股有限公司,4,6,4,3,3,6,10,,,,,,
0,三湘股份有限公司,10,5,3,9,9,8,9,,,,,,
0,潍坊歌尔集团有限公司,4,6,3,3,3,7,6,,,,,,
0,陕西电子信息集团有限公司,3,6,6,6,6,6,8,,,,,,
0,东旭集团有限公司,9,5,4,3,5,8,3,,,,,,
0,铜陵发展投资集团有限公司,2,7,7,3,10,10,4,,,,,,
0,五洋建设集团股份有限公司,9,9,6,6,6,1,4,,,,,,
0,魏桥纺织股份有限公司,5,4,10,4,7,6,1,,,,,,
0,甘肃亚盛实业(集团)股份有限公司,3,4,7,9,6,3,7,,,,,,
0,京投发展股份有限公司,9,9,3,3,6,9,2,,,,,,
0,远洋地产有限公司,8,7,8,6,10,6,4,,,,,,
0,哈尔滨好民居建设投资发展有限公司,10,4,3,3,6,10,3,,,,,,
0,湖北清能投资发展集团有限公司,9,6,6,6,6,8,2,,,,,,
0,新疆金融投资有限公司,7,4,6,6,6,6,4,,,,,,
0,广州越秀集团有限公司,8,5,5,6,4,1,8,,,,,,
0,厦门住宅建设集团有限公司,8,10,6,6,6,9,3,,,,,,
0,上海城开(集团)有限公司,10,9,8,8,3,6,9,,,,,,
0,宝信国际融资租赁有限公司,10,4,9,8,6,6,8,,,,,,
0,成都城建投资管理集团有限责任公司,6,4,6,6,3,6,5,,,,,,
0,红河州公路开发经营有限责任公司,6,5,6,6,6,10,8,,,,,,
0,武汉光谷联合集团有限公司,10,8,6,6,4,3,1,,,,,,
0,桓台县金海公有资产经营有限公司,9,8,3,3,3,9,5,,,,,,
0,佛山欧神诺陶瓷股份有限公司,9,7,3,7,3,9,4,,,,,,
0,陕西黄河矿业(集团)有限责任公司,6,9,6,3,6,6,10,,,,,,
0,长沙县通途交通建设投资有限公司,9,7,6,6,6,6,8,,,,,,
0,上海市信息投资股份有限公司,6,6,3,6,6,5,3,,,,,,
0,深圳市盐田港集团有限公司,3,4,7,10,10,8,4,,,,,,
0,武汉邮电科学研究院,1,6,3,4,3,1,6,,,,,,
0,深圳卓越世纪城房地产开发有限公司,10,10,6,6,10,6,,,,,,,
0,复地(集团)股份有限公司,10,8,6,6,6,9,5,,,,,,
0,中天钢铁集团有限公司,10,9,3,7,7,6,8,,,,,,
0,郑州宇通集团有限公司,2,4,4,5,3,6,1,,,,,,
0,景瑞地产(集团)有限公司,10,6,4,1,8,6,9,,,,,,
0,北京兆泰集团股份有限公司,10,4,6,6,6,9,3,,,,,,
0,广州无线电集团有限公司,8,4,6,6,6,1,3,,,,,,
0,北新建材集团有限公司,2,4,8,6,6,6,8,,,,,,
0,唐山三友碱业(集团)有限公司,2,8,9,4,9,1,5,,,,,,
0,深圳市深业基建控股有限公司,10,6,6,4,6,6,7,,,,,,
0,江西省天然气(赣投气通)控股有限公司,2,6,10,4,3,10,9,,,,,,
0,天津中环电子信息集团有限公司,4,6,8,7,7,2,8,,,,,,
0,丹东港集团有限公司,8,8,9,6,7,9,7,,,,,,
0,德力西集团有限公司,2,6,3,3,6,1,4,,,,,,
0,华电福新能源股份有限公司,3,4,6,10,5,8,6,,,,,,
0,润华集团股份有限公司,6,6,3,3,6,6,7,,,,,,
0,安徽省能源集团有限公司,7,6,6,6,4,9,2,,,,,,
0,山东玉皇化工有限公司,6,9,6,6,6,7,5,,,,,,
0,宁波市杭州湾大桥发展有限公司,6,6,6,6,6,10,3,,,,,,
0,厦门路桥建设集团有限公司,3,4,6,6,6,2,6,,,,,,
0,龙岩工贸发展集团有限公司,10,10,3,3,6,10,6,,,,,,
0,南京南瑞集团公司,3,6,10,9,10,3,3,,,,,,
0,安徽国贸集团控股有限公司,4,6,6,6,6,2,9,,,,,,
0,中国供销集团有限公司,6,4,4,6,6,2,8,,,,,,
0,雅砻江流域水电开发有限公司,6,6,6,6,6,6,3,,,,,,
0,海天建设集团有限公司,5,9,5,3,5,2,5,,,,,,
0,烟台打捞局,6,6,6,6,6,6,8,,,,,,
0,江苏华地国际控股集团有限公司,6,4,6,6,6,6,6,,,,,,
0,绵阳交通发展集团有限责任公司,6,6,6,6,6,6,5,,,,,,
0,上海新长宁(集团)有限公司,1,6,6,6,10,10,8,,,,,,
0,青建集团股份公司,7,10,5,6,7,8,6,,,,,,
0,重庆市迪马实业股份有限公司,9,5,4,6,5,3,7,,,,,,
0,重庆出版集团有限公司,7,5,10,5,8,5,6,,,,,,
0,湖北国创高新材料股份有限公司,5,8,7,3,7,5,5,,,,,,
0,湖南大康国际农业食品股份有限公司,8,9,6,8,6,8,7,,,,,,
0,深圳赤湾石油基地股份有限公司,6,6,6,6,6,6,9,,,,,,
0,中顺洁柔纸业股份有限公司,7,6,7,4,8,6,4,,,,,,
0,广东德豪润达电气股份有限公司,9,4,7,3,6,5,8,,,,,,
0,贵州久联民爆器材发展股份有限公司,3,6,7,6,5,6,9,,,,,,
0,南京港股份有限公司,6,8,9,8,10,9,6,,,,,,
0,荣盛石化股份有限公司,7,9,9,8,10,9,6,,,,,,
0,中弘控股股份有限公司,10,6,6,6,6,1,7,,,,,,
0,信达投资有限公司,8,6,7,4,7,10,6,,,,,,
0,京东方科技集团股份有限公司,10,4,8,6,6,6,7,,,,,,
0,中国南山开发(集团)股份有限公司,3,6,4,4,4,1,2,,,,,,
0,恒泰艾普集团股份有限公司,5,6,5,6,6,5,8,,,,,,
0,蓝盾信息安全技术股份有限公司,6,6,6,6,6,2,1,,,,,,
0,陕西必康制药集团控股有限公司,8,4,6,6,6,4,1,,,,,,
0,成都天翔环境股份有限公司,9,7,10,8,8,5,4,,,,,,
0,江苏必康制药股份有限公司,7,6,6,5,6,5,1,,,,,,
0,上海集优机械股份有限公司,6,6,6,6,6,6,4,,,,,,
0,上海海立(集团)股份有限公司,2,4,6,5,5,6,7,,,,,,
0,武汉钢铁股份有限公司,5,6,10,10,10,9,10,,,,,,
0,华远地产股份有限公司,10,7,8,6,10,9,4,,,,,,
0,宁波舟山港集团有限公司,6,6,6,6,6,6,4,,,,,,
0,亿达发展有限公司,10,8,9,7,9,6,7,,,,,,
0,湖北三宁化工股份有限公司,6,4,8,10,10,10,1,,,,,,
0,云南城投置业股份有限公司,9,10,9,10,8,8,10,,,,,,
0,苏州苏嘉杭高速公路有限公司,6,6,6,6,6,7,1,,,,,,
0,湖北新冶钢有限公司,6,6,10,10,10,6,6,,,,,,
0,重庆国信投资控股有限公司,7,6,6,6,6,6,3,,,,,,
0,汕头花园集团有限公司,10,7,3,5,3,6,4,,,,,,
0,陕西省产业投资有限公司,5,7,6,6,6,6,5,,,,,,
0,浙江瑞明节能科技股份有限公司,9,6,6,6,3,6,5,,,,,,
0,重庆渝涪高速公路有限公司,1,6,6,6,6,10,5,,,,,,
0,花园集团有限公司,8,6,6,6,6,3,7,,,,,,
0,江阴利港发电股份有限公司,6,6,10,10,4,6,3,,,,,,
0,康美药业股份有限公司,1,4,5,3,5,6,5,,,,,,
0,北京京能清洁能源电力股份有限公司,1,6,9,6,8,9,3,,,,,,
0,江苏苏通大桥有限责任公司,6,4,6,6,10,6,8,,,,,,
0,美都能源股份有限公司,10,6,3,3,5,9,10,,,,,,
0,浙江万马股份有限公司,6,6,3,3,3,1,2,,,,,,
0,温州港集团有限公司,6,6,8,4,6,8,9,,,,,,
0,安徽国祯环保节能科技股份有限公司,10,6,4,6,3,1,8,,,,,,
0,内蒙古能源发电投资集团有限公司,8,6,6,6,6,9,10,,,,,,
0,横店集团控股有限公司,6,6,6,6,6,4,6,,,,,,
0,西安迈科金属国际集团有限公司,8,6,7,7,3,5,9,,,,,,
0,格林美股份有限公司,5,4,7,4,3,8,7,,,,,,
0,成都博瑞投资控股集团有限公司,1,6,6,6,8,4,9,,,,,,
0,星期六股份有限公司,4,6,3,3,3,1,7,,,,,,
0,珠海水务集团有限公司,6,6,4,6,3,8,3,,,,,,
0,深圳市芭田生态工程股份有限公司,3,4,3,4,3,6,7,,,,,,
0,湖南湘投控股集团有限公司,6,7,6,6,6,6,3,,,,,,
0,山东金晶科技股份有限公司,8,4,7,5,3,6,7,,,,,,
0,四川航空股份有限公司,6,6,6,4,7,6,4,,,,,,
0,广州海格通信集团股份有限公司,2,6,7,6,5,3,1,,,,,,
0,云南地矿总公司(集团),6,6,6,6,6,6,9,,,,,,
0,国能生物发电集团有限公司,5,4,10,6,9,9,6,,,,,,
0,合肥华泰集团股份有限公司,6,8,6,6,6,7,2,,,,,,
0,靖远煤业集团有限责任公司,6,4,6,6,6,5,8,,,,,,
0,汕头港务集团有限公司,6,6,6,6,6,6,7,,,,,,
0,辽源市国有资产经营有限责任公司,9,9,6,6,8,7,5,,,,,,
0,上海世博发展(集团)有限公司,10,5,6,6,10,6,5,,,,,,
0,云南云内动力集团有限公司,4,4,8,6,4,6,7,,,,,,
0,广州开发区工业发展集团有限公司,6,7,7,5,9,8,7,,,,,,
0,云南铝业股份有限公司,6,5,4,6,8,4,7,,,,,,
0,恒大地产集团有限公司(广州),6,6,6,6,6,6,5,,,,,,
0,北京首都国际机场股份有限公司,1,4,6,10,6,9,2,,,,,,
0,四川沱牌舍得集团有限公司,6,6,6,6,6,6,9,,,,,,
0,上海环境集团有限公司,6,6,9,9,8,7,7,,,,,,
0,金茂投资管理(上海)有限公司,6,10,3,5,3,10,8,,,,,,
0,四川禾嘉股份有限公司,4,4,3,10,3,7,4,,,,,,
0,东莞发展控股股份有限公司,9,7,9,9,3,10,5,,,,,,
0,新疆天富能源股份有限公司,3,10,5,6,6,3,9,,,,,,
0,深圳广田集团股份有限公司,6,5,6,5,6,1,7,,,,,,
0,南国置业股份有限公司,9,7,6,10,6,3,10,,,,,,
0,金地(集团)股份有限公司,2,9,6,6,6,8,4,,,,,,
0,山东太阳纸业股份有限公司,7,6,9,7,4,4,4,,,,,,
0,国脉科技股份有限公司,10,4,5,8,3,7,9,,,,,,
0,苏州金螳螂建筑装饰股份有限公司,4,7,3,3,3,1,6,,,,,,
0,青岛金王应用化学股份有限公司,5,6,3,3,3,9,3,,,,,,
0,福建漳州发展股份有限公司,4,6,8,5,8,9,10,,,,,,
0,荣盛房地产发展股份有限公司,9,4,8,4,3,5,8,,,,,,
0,星辉互动娱乐股份有限公司,5,4,3,8,3,4,2,,,,,,
0,深圳华侨城股份有限公司,4,4,5,4,7,4,4,,,,,,
0,广宇集团股份有限公司,6,6,3,3,3,6,9,,,,,,
0,吉林华微电子股份有限公司,7,6,6,6,6,4,5,,,,,,
0,宝胜科技创新股份有限公司,6,6,6,6,5,2,6,,,,,,
0,福建发展高速公路股份有限公司,6,6,4,8,6,10,4,,,,,,
0,北京翠微大厦股份有限公司,7,6,6,6,6,5,5,,,,,,
0,天津天海投资发展股份有限公司,6,4,8,4,9,7,2,,,,,,
0,厦门国贸集团股份有限公司,7,6,8,6,3,2,6,,,,,,
0,新疆天业(集团)有限公司,4,4,8,10,3,8,7,,,,,,
0,江苏中天科技股份有限公司,4,4,6,8,3,6,2,,,,,,
0,舟山交通投资集团有限公司,3,6,4,3,3,5,6,,,,,,
0,康得新复合材料集团股份有限公司,6,4,3,3,3,5,2,,,,,,
0,温州市交通投资集团有限公司,3,7,3,3,3,6,8,,,,,,
0,广汇能源股份有限公司,7,4,4,6,4,8,10,,,,,,
0,重庆市水利投资(集团)有限公司,5,4,4,4,5,10,6,,,,,,
0,重庆商业投资集团有限公司,6,6,6,6,6,6,8,,,,,,
0,中信国安葡萄酒业股份有限公司,6,4,9,8,7,9,5,,,,,,
0,上海浦东现代产业开发有限公司,6,6,6,8,3,6,6,,,,,,
0,上海新金山工业投资发展有限公司,6,10,3,3,3,10,,,,,,,
0,西部矿业股份有限公司,4,6,6,4,10,10,8,,,,,,
0,新疆城建(集团)股份有限公司,6,7,9,5,8,8,10,,,,,,
0,江苏爱康科技股份有限公司,10,8,8,10,3,6,9,,,,,,
0,华邦生命健康股份有限公司,8,4,9,7,9,5,2,,,,,,
0,南通城市建设集团有限公司,5,6,3,3,3,9,6,,,,,,
0,福建龙洲运输股份有限公司,7,6,10,6,4,8,7,,,,,,
0,立讯精密工业股份有限公司,6,4,3,4,3,4,2,,,,,,
0,贵阳市城市发展投资(集团)股份有限公司,10,4,6,6,6,8,8,,,,,,
0,唐山港口实业集团有限公司,6,6,6,6,6,6,2,,,,,,
0,江苏井神盐化股份有限公司,6,4,10,7,8,7,7,,,,,,
0,通裕重工股份有限公司,8,4,8,4,3,3,6,,,,,,
0,湖南电广传媒股份有限公司,4,4,5,10,6,5,6,,,,,,
0,上海世纪出版(集团)有限公司,6,6,6,6,6,6,5,,,,,,
0,新兴铸管股份有限公司,7,4,5,6,3,2,7,,,,,,
0,常熟风范电力设备股份有限公司,6,4,3,3,6,7,5,,,,,,
0,浙江菲达环保科技股份有限公司,6,6,10,10,6,3,4,,,,,,
0,特变电工股份有限公司,8,4,6,8,6,2,6,,,,,,
0,新余钢铁股份有限公司,8,4,8,7,10,8,9,,,,,,
0,深圳市铁汉生态环境股份有限公司,5,5,3,3,3,4,4,,,,,,
0,宁波原水集团有限公司,1,4,3,9,3,6,6,,,,,,
0,山东三星集团有限公司,7,7,6,6,6,2,7,,,,,,
0,渤海金控投资股份有限公司,10,10,6,6,3,4,3,,,,,,
0,新疆富丽达纤维有限公司,2,4,8,10,9,8,5,,,,,,
0,江苏省广电有线信息网络股份有限公司,1,5,7,7,6,2,2,,,,,,
0,银江股份有限公司,4,6,9,6,3,2,5,,,,,,
0,锦州港股份有限公司,4,6,6,10,7,8,8,,,,,,
0,中国建筑股份有限公司,3,6,3,4,5,1,5,,,,,,
0,凌云工业股份有限公司,6,6,6,6,6,6,3,,,,,,
0,义乌市市场发展集团有限公司,7,9,3,3,3,6,4,,,,,,
0,江苏阳光股份有限公司,1,6,6,6,6,9,5,,,,,,
0,深圳欧菲光科技股份有限公司,2,4,3,3,3,8,8,,,,,,
0,华北高速公路股份有限公司,2,4,7,9,3,9,5,,,,,,
0,新华联文化旅游发展股份有限公司,10,4,7,6,10,8,7,,,,,,
0,北京电子城投资开发集团股份有限公司,2,6,7,7,8,8,2,,,,,,
0,重庆长安汽车股份有限公司,2,4,6,6,6,6,2,,,,,,
0,湖北福星科技股份有限公司,6,4,6,6,6,6,5,,,,,,
0,深圳市爱施德股份有限公司,6,4,6,6,6,6,6,,,,,,
0,暴风集团股份有限公司,5,4,10,9,8,6,3,,,,,,
0,中炬高新技术实业(集团)股份有限公司,7,4,3,3,3,8,4,,,,,,
0,际华集团股份有限公司,7,4,5,4,6,4,6,,,,,,
0,瀚华金控股份有限公司,6,10,3,6,3,6,,,,,,,
0,格力地产股份有限公司,8,4,3,4,3,6,1,,,,,,
0,国家电网公司,3,5,3,3,3,6,6,,,,,,
0,上海上实(集团)有限公司,6,6,6,6,5,6,5,,,,,,
0,苏州市轨道交通集团有限公司,6,4,6,6,3,9,8,,,,,,
0,当代节能置业股份有限公司,9,10,6,6,3,3,3,,,,,,
0,中合中小企业融资担保股份有限公司,1,4,10,3,6,6,3,,,,,,
0,江苏康缘药业股份有限公司,5,6,7,9,7,3,1,,,,,,
0,南京医药股份有限公司,8,4,5,5,4,2,7,,,,,,
0,山东新华医疗器械股份有限公司,4,4,6,6,6,2,8,,,,,,
0,杭萧钢构股份有限公司,8,6,3,6,3,6,4,,,,,,
0,北京高能时代环境技术股份有限公司,1,6,9,4,5,6,6,,,,,,
0,巨轮智能装备股份有限公司,6,4,5,6,3,5,8,,,,,,
0,河南黄河旋风股份有限公司,3,4,4,8,4,6,3,,,,,,
0,北汽福田汽车股份有限公司,6,4,9,10,8,6,6,,,,,,
0,新湖中宝股份有限公司,10,6,3,6,6,6,6,,,,,,
0,长江精工钢结构(集团)股份有限公司,6,4,7,8,7,2,7,,,,,,
0,西藏城市发展投资股份有限公司,10,6,6,6,4,10,6,,,,,,
0,瑞茂通供应链管理股份有限公司,7,6,6,6,3,6,5,,,,,,
0,龙源电力集团股份有限公司,6,4,7,10,5,7,4,,,,,,
0,新疆中泰(集团)有限责任公司,9,8,6,8,3,5,9,,,,,,
0,北京碧水源科技股份有限公司,1,4,9,9,8,6,1,,,,,,
0,东华能源股份有限公司,10,8,3,4,4,6,6,,,,,,
0,现代牧业(集团)有限公司,9,4,10,8,9,8,9,,,,,,
0,深圳能源集团股份有限公司,8,6,10,8,7,9,7,,,,,,
0,河南新野纺织股份有限公司,9,9,6,3,3,1,7,,,,,,
0,四川路桥建设集团股份有限公司,5,4,10,7,8,6,6,,,,,,
0,芜湖长信科技股份有限公司,5,4,3,4,3,3,1,,,,,,
0,福建闽东电力股份有限公司,9,9,8,3,3,6,8,,,,,,
0,北京东方园林生态股份有限公司,5,4,3,5,3,6,8,,,,,,
0,龙元建设集团股份有限公司,3,7,6,6,3,2,9,,,,,,
0,保利房地产(集团)股份有限公司,1,6,6,6,6,6,3,,,,,,
0,湖北凯乐科技股份有限公司,9,4,6,5,9,6,4,,,,,,
0,龙光基业集团有限公司,5,4,3,3,3,10,6,,,,,,
0,京能置业股份有限公司,6,6,6,6,3,10,6,,,,,,
0,中油金鸿能源投资股份有限公司,6,6,7,3,7,6,8,,,,,,
0,航天工业发展股份有限公司,2,6,10,9,3,4,2,,,,,,
0,厦门合兴包装印刷股份有限公司,5,7,3,3,3,3,5,,,,,,
0,广州杰赛科技股份有限公司,5,4,4,5,7,2,7,,,,,,
0,华油惠博普科技股份有限公司,6,7,3,3,5,8,4,,,,,,
0,聚龙股份有限公司,2,6,6,9,6,8,3,,,,,,
0,天津金硕信息科技集团股份有限公司,6,4,6,6,6,8,2,,,,,,
0,深圳市宝鹰建设控股集团股份有限公司,5,4,3,3,6,1,4,,,,,,
0,上海隧道工程股份有限公司,2,4,8,6,8,4,6,,,,,,
0,宁波杉杉股份有限公司,6,6,4,6,6,2,2,,,,,,
0,漳州片仔癀药业股份有限公司,1,6,10,10,9,7,2,,,,,,
0,同益实业集团有限公司,10,8,9,9,6,3,3,,,,,,
0,北京蓝色光标品牌管理顾问股份有限公司,5,8,4,4,4,4,10,,,,,,
0,黄山旅游发展股份有限公司,1,6,5,6,7,2,1,,,,,,
0,国机汽车股份有限公司,4,4,6,4,3,7,7,,,,,,
0,昆山国创投资集团有限公司,6,6,6,6,6,4,9,,,,,,
0,贵州高速公路投资有限公司,3,8,9,5,7,8,8,,,,,,
0,江苏省金陵建工集团有限公司,5,7,6,6,6,5,5,,,,,,
0,湖南友谊阿波罗商业股份有限公司,9,4,3,5,10,5,8,,,,,,
0,张家港保税科技股份有限公司,6,6,6,6,6,6,8,,,,,,
0,北京中科金财科技股份有限公司,5,8,7,3,5,7,1,,,,,,
0,哈尔滨电气股份有限公司,2,4,3,6,3,1,7,,,,,,
0,卧龙地产集团股份有限公司,6,10,7,4,6,8,9,,,,,,
0,国电电力发展股份有限公司,4,5,7,10,4,7,6,,,,,,
0,天士力控股集团有限公司,5,8,4,4,3,6,7,,,,,,
0,桐昆集团股份有限公司,6,4,4,6,3,5,9,,,,,,
0,中化国际(控股)股份有限公司,6,5,4,7,6,3,5,,,,,,
0,中国电信股份有限公司,1,4,9,9,6,1,4,,,,,,
0,华能新能源股份有限公司,6,6,3,8,3,6,5,,,,,,
0,内蒙古君正能源化工集团股份有限公司,3,8,3,3,3,6,3,,,,,,
0,江苏吴江中国东方丝绸市场股份有限公司,7,7,3,5,6,6,6,,,,,,
0,新疆众和股份有限公司,3,6,8,6,7,5,4,,,,,,
0,北京京客隆商业集团股份有限公司,6,6,6,6,3,6,9,,,,,,
0,上海强生控股股份有限公司,2,4,4,5,6,2,4,,,,,,
0,深圳市科陆电子科技股份有限公司,8,5,3,4,3,2,8,,,,,,
0,广东南洋电缆集团股份有限公司,4,4,3,3,3,3,5,,,,,,
0,深圳市沃尔核材股份有限公司,9,4,8,9,7,2,2,,,,,,
0,青岛双星股份有限公司,6,9,3,3,3,3,9,,,,,,
0,天顺风能(苏州)股份有限公司,6,4,3,5,3,8,3,,,,,,
0,北京光线传媒股份有限公司,6,5,8,3,8,8,1,,,,,,
0,通威股份有限公司,3,7,8,4,3,2,4,,,,,,
0,浙江尖峰集团股份有限公司,9,9,3,5,3,2,5,,,,,,
0,无锡市太极实业股份有限公司,9,4,10,5,9,6,4,,,,,,
0,上海嘉宝实业(集团)股份有限公司,6,6,10,3,3,6,6,,,,,,
0,泸州市工业投资集团有限公司,5,8,6,6,3,8,9,,,,,,
0,广东省联泰集团有限公司,10,7,6,6,3,8,3,,,,,,
0,泰豪科技股份有限公司,7,8,5,5,6,2,4,,,,,,
0,浙江省交通投资集团有限公司,10,7,3,3,8,6,8,,,,,,
0,陕西省天然气股份有限公司,6,6,6,6,6,6,3,,,,,,
0,广东万家乐股份有限公司,5,4,3,3,3,3,4,,,,,,
0,北京昆仑万维科技股份有限公司,3,4,6,3,5,7,5,,,,,,
0,北京大北农科技集团股份有限公司,3,6,6,6,3,1,3,,,,,,
0,广州恒运企业集团股份有限公司,1,6,4,3,3,9,7,,,,,,
0,北京京能电力股份有限公司,6,6,6,6,6,6,2,,,,,,
0,上海张江高科技园区开发股份有限公司,2,6,7,6,8,7,5,,,,,,
0,阳泉煤业(集团)股份有限公司,1,4,10,10,9,5,10,,,,,,
0,北京华联商厦股份有限公司,9,7,3,8,10,9,4,,,,,,
